ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-03-29,28478.376790808474,16341.28605134321,42596.16133308154,28478.376790808474,28478.376790808474,1327.6534941639466,1327.6534941639466,1327.6534941639466,3275.056069673066,3275.056069673066,3275.056069673066,-1947.4025755091197,-1947.4025755091197,-1947.4025755091197,0.0,0.0,0.0,29806.03028497242
2011-03-30,28486.333700591447,11148.458540094096,39400.04886282886,28486.333700591447,28486.333700591447,-3207.338703691522,-3207.338703691522,-3207.338703691522,-1351.3264126356205,-1351.3264126356205,-1351.3264126356205,-1856.0122910559012,-1856.0122910559012,-1856.0122910559012,0.0,0.0,0.0,25278.994996899924
2011-03-31,28494.290610374424,21098.89800319693,46431.24140313708,28494.290610374424,28494.290610374424,5585.336670127867,5585.336670127867,5585.336670127867,7440.1108578778385,7440.1108578778385,7440.1108578778385,-1854.7741877499718,-1854.7741877499718,-1854.7741877499718,0.0,0.0,0.0,34079.62728050229
2011-04-01,28502.247520157398,9244.994827418219,37559.31487703756,28502.247520157398,28502.247520157398,-5045.211826218331,-5045.211826218331,-5045.211826218331,-3101.7056481251047,-3101.7056481251047,-3101.7056481251047,-1943.506178093226,-1943.506178093226,-1943.506178093226,0.0,0.0,0.0,23457.035693939066
2011-04-03,28518.161339723345,-1033.0687714584124,25454.43126578135,28518.161339723345,28518.161339723345,-16290.05821792761,-16290.05821792761,-16290.05821792761,-13912.727508991838,-13912.727508991838,-13912.727508991838,-2377.330708935769,-2377.330708935769,-2377.330708935769,0.0,0.0,0.0,12228.103121795735
2011-04-04,28526.11825131137,10127.015643851919,36722.08705007135,28526.11825131137,28526.11825131137,-4375.808767394905,-4375.808767394905,-4375.808767394905,-1666.2835830901795,-1666.2835830901795,-1666.2835830901795,-2709.525184304726,-2709.525184304726,-2709.525184304726,0.0,0.0,0.0,24150.309483916466
2011-04-05,28534.075162899397,14634.299804813272,43118.588148734394,28534.075162899397,28534.075162899397,168.8090335667053,168.8090335667053,168.8090335667053,3275.0560697316077,3275.0560697316077,3275.0560697316077,-3106.2470361649025,-3106.2470361649025,-3106.2470361649025,0.0,0.0,0.0,28702.8841964661
2011-04-06,28542.032074487426,10257.367384694588,37283.12950838572,28542.032074487426,28542.032074487426,-4907.15622991558,-4907.15622991558,-4907.15622991558,-1351.3264126505578,-1351.3264126505578,-1351.3264126505578,-3555.829817265023,-3555.829817265023,-3555.829817265023,0.0,0.0,0.0,23634.875844571845
2011-04-07,28549.988986075452,18145.551708373732,46019.0694688483,28549.988986075452,28549.988986075452,3395.0632163721034,3395.0632163721034,3395.0632163721034,7440.110857851697,7440.110857851697,7440.110857851697,-4045.047641479593,-4045.047641479593,-4045.047641479593,0.0,0.0,0.0,31945.052202447554
2011-04-08,28557.945897663478,7997.721537141683,34650.856561067936,28557.945897663478,28557.945897663478,-7661.18707135647,-7661.18707135647,-7661.18707135647,-3101.7056481260925,-3101.7056481260925,-3101.7056481260925,-4559.481423230378,-4559.481423230378,-4559.481423230378,0.0,0.0,0.0,20896.758826307007
2011-04-10,28573.85972083953,-3694.219583901242,23270.97554768504,28573.85972083953,28573.85972083953,-19515.495586426612,-19515.495586426612,-19515.495586426612,-13912.72750901484,-13912.72750901484,-13912.72750901484,-5602.768077411773,-5602.768077411773,-5602.768077411773,0.0,0.0,0.0,9058.364134412917
2011-04-11,28581.81663242756,6768.595032438497,34960.29856773056,28581.81663242756,28581.81663242756,-7766.78245338459,-7766.78245338459,-7766.78245338459,-1666.2835831679463,-1666.2835831679463,-1666.2835831679463,-6100.498870216643,-6100.498870216643,-6100.498870216643,0.0,0.0,0.0,20815.03417904297
2011-04-12,28589.773544015577,12616.494116273998,38624.97230955568,28589.773544015577,28589.773544015577,-3287.0001535027022,-3287.0001535027022,-3287.0001535027022,3275.0560698080053,3275.0560698080053,3275.0560698080053,-6562.0562233107075,-6562.0562233107075,-6562.0562233107075,0.0,0.0,0.0,25302.773390512877
2011-04-13,28597.73045560361,6955.427050402956,34106.898337342274,28597.73045560361,28597.73045560361,-8324.60372092203,-8324.60372092203,-8324.60372092203,-1351.3264126654963,-1351.3264126654963,-1351.3264126654963,-6973.2773082565345,-6973.2773082565345,-6973.2773082565345,0.0,0.0,0.0,20273.12673468158
2011-04-14,28605.687367128416,14665.315820435726,42064.52059342592,28605.687367128416,28605.687367128416,118.83626842339346,118.83626842339346,118.83626842339346,7440.110857861772,7440.110857861772,7440.110857861772,-7321.274589438378,-7321.274589438378,-7321.274589438378,0.0,0.0,0.0,28724.52363555181
2011-04-15,28613.644278653224,4871.2388158006315,31624.936266396653,28613.644278653224,28613.644278653224,-10696.488692233941,-10696.488692233941,-10696.488692233941,-3101.7056481149825,-3101.7056481149825,-3101.7056481149825,-7594.783044118958,-7594.783044118958,-7594.783044118958,0.0,0.0,0.0,17917.155586419285
2011-04-17,28629.558101702845,-7083.489440288158,19589.376256376854,28629.558101702845,28629.558101702845,-21795.86233666168,-21795.86233666168,-21795.86233666168,-13912.72750900983,-13912.72750900983,-13912.72750900983,-7883.134827651853,-7883.134827651853,-7883.134827651853,0.0,0.0,0.0,6833.695765041164
2011-04-18,28637.515013227654,6206.946432536271,32594.64275243018,28637.515013227654,28637.515013227654,-9552.269541308482,-9552.269541308482,-9552.269541308482,-1666.2835831196817,-1666.2835831196817,-1666.2835831196817,-7885.9859581888,-7885.9859581888,-7885.9859581888,0.0,0.0,0.0,19085.245471919174
2011-04-19,28645.471924752463,10183.789856567093,37137.600310355134,28645.471924752463,28645.471924752463,-4515.611168198082,-4515.611168198082,-4515.611168198082,3275.056069765222,3275.056069765222,3275.056069765222,-7790.667237963305,-7790.667237963305,-7790.667237963305,0.0,0.0,0.0,24129.86075655438
2011-04-20,28653.428836277275,6498.711911172688,32565.64817271917,28653.428836277275,28653.428836277275,-8948.680500644736,-8948.680500644736,-8948.680500644736,-1351.3264126804352,-1351.3264126804352,-1351.3264126804352,-7597.354087964301,-7597.354087964301,-7597.354087964301,0.0,0.0,0.0,19704.74833563254
2011-04-21,28661.38574780208,14663.503428719878,40396.61123059005,28661.38574780208,28661.38574780208,131.38619748552657,131.38619748552657,131.38619748552657,7440.110857830587,7440.110857830587,7440.110857830587,-7308.72466034506,-7308.72466034506,-7308.72466034506,0.0,0.0,0.0,28792.771945287608
2011-04-26,28701.170305426127,12983.59973645792,40460.936089542694,28701.170305426127,28701.170305426127,-1413.3055863952468,-1413.3055863952468,-1413.3055863952468,3275.0560697135115,3275.0560697135115,3275.0560697135115,-4688.361656108758,-4688.361656108758,-4688.361656108758,0.0,0.0,0.0,27287.86471903088
2011-04-27,28709.12721695094,9795.64182671646,36960.50976887253,28709.12721695094,28709.12721695094,-5356.68773917597,-5356.68773917597,-5356.68773917597,-1351.3264126343968,-1351.3264126343968,-1351.3264126343968,-4005.3613265415734,-4005.3613265415734,-4005.3613265415734,0.0,0.0,0.0,23352.43947777497
2011-04-28,28717.084127097776,19354.79432035002,46799.4336999035,28717.084127097776,28717.084127097776,4139.132492109258,4139.132492109258,4139.132492109258,7440.110857840663,7440.110857840663,7440.110857840663,-3300.978365731405,-3300.978365731405,-3300.978365731405,0.0,0.0,0.0,32856.216619207036
2011-05-01,28740.95485753829,276.3231187996789,28199.324862171045,28740.95485753829,28740.95485753829,-15120.032684060414,-15120.032684060414,-15120.032684060414,-13912.727508999807,-13912.727508999807,-13912.727508999807,-1207.305175060607,-1207.305175060607,-1207.305175060607,0.0,0.0,0.0,13620.922173477877
2011-05-03,28756.868677831964,17978.192968702395,45671.49341376577,28756.868677831964,28756.868677831964,3307.1691140622243,3307.1691140622243,3307.1691140622243,3275.056069730318,3275.056069730318,3275.056069730318,32.11304433190638,32.11304433190638,32.11304433190638,0.0,0.0,0.0,32064.03779189419
2011-05-04,28764.825587978805,16251.803030881116,41255.28562127857,28764.825587978805,28764.825587978805,-783.1302366888398,-783.1302366888398,-783.1302366888398,-1351.3264127025059,-1351.3264127025059,-1351.3264127025059,568.1961760136661,568.1961760136661,568.1961760136661,0.0,0.0,0.0,27981.695351289964
2011-05-05,28772.78249812564,24216.674591693725,49930.100411873405,28772.78249812564,28772.78249812564,8475.851434126835,8475.851434126835,8475.851434126835,7440.110857850739,7440.110857850739,7440.110857850739,1035.740576276094,1035.740576276094,1035.740576276094,0.0,0.0,0.0,37248.63393225247
2011-05-06,28780.73940827248,13987.704132651654,42366.87734445185,28780.73940827248,28780.73940827248,-1674.1694057805228,-1674.1694057805228,-1674.1694057805228,-3101.7056481397676,-3101.7056481397676,-3101.7056481397676,1427.5362423592446,1427.5362423592446,1427.5362423592446,0.0,0.0,0.0,27106.570002491957
2011-05-08,28796.65322856616,3737.9634334299158,30210.412288424184,28796.65322856616,28796.65322856616,-11947.086298989614,-11947.086298989614,-11947.086298989614,-13912.727509022807,-13912.727509022807,-13912.727509022807,1965.6412100331943,1965.6412100331943,1965.6412100331943,0.0,0.0,0.0,16849.566929576547
2011-05-09,28804.610138712997,16452.49500814959,41904.849206896135,28804.610138712997,28804.610138712997,442.0639526276648,442.0639526276648,442.0639526276648,-1666.283583172743,-1666.283583172743,-1666.283583172743,2108.347535800408,2108.347535800408,2108.347535800408,0.0,0.0,0.0,29246.67409134066
2011-05-10,28812.567048859833,20565.504095658394,47757.82422506354,28812.567048859833,28812.567048859833,5443.15379242985,5443.15379242985,5443.15379242985,3275.056069687536,3275.056069687536,3275.056069687536,2168.097722742314,2168.097722742314,2168.097722742314,0.0,0.0,0.0,34255.72084128969
2011-05-11,28820.523958837293,16381.053020038347,42819.46337375817,28820.523958837293,28820.523958837293,797.1698289939724,797.1698289939724,797.1698289939724,-1351.326412664274,-1351.326412664274,-1351.326412664274,2148.4962416582457,2148.4962416582457,2148.4962416582457,0.0,0.0,0.0,29617.693787831267
2011-05-12,28828.48086881475,25083.540099943857,51366.73255172191,28828.48086881475,28828.48086881475,9495.208322833305,9495.208322833305,9495.208322833305,7440.110857860814,7440.110857860814,7440.110857860814,2055.0974649724926,2055.0974649724926,2055.0974649724926,0.0,0.0,0.0,38323.68919164805
2011-05-13,28836.437778792213,13430.811120175864,40456.80579421039,28836.437778792213,28836.437778792213,-1206.5025657609665,-1206.5025657609665,-1206.5025657609665,-3101.705648133526,-3101.705648133526,-3101.705648133526,1895.2030823725588,1895.2030823725588,1895.2030823725588,0.0,0.0,0.0,27629.935213031247
2011-05-15,28852.35159874713,3268.5291078330174,29382.531410673917,28852.35159874713,28852.35159874713,-12500.384725597925,-12500.384725597925,-12500.384725597925,-13912.727508979708,-13912.727508979708,-13912.727508979708,1412.3427833817807,1412.3427833817807,1412.3427833817807,0.0,0.0,0.0,16351.966873149204
2011-05-16,28860.30850872459,14526.741911828152,40839.025230459185,28860.30850872459,28860.30850872459,-555.9831728758083,-555.9831728758083,-555.9831728758083,-1666.283583178684,-1666.283583178684,-1666.283583178684,1110.3004103028757,1110.3004103028757,1110.3004103028757,0.0,0.0,0.0,28304.325335848782
2011-05-17,28868.265418702045,19011.13169782358,46217.21799636627,28868.265418702045,28868.265418702045,4058.014445686475,4058.014445686475,4058.014445686475,3275.056069763934,3275.056069763934,3275.056069763934,782.9583759225413,782.9583759225413,782.9583759225413,0.0,0.0,0.0,32926.27986438852
2011-05-18,28876.22232867951,15601.253075237259,40733.67948817113,28876.22232867951,28876.22232867951,-909.3219742124443,-909.3219742124443,-909.3219742124443,-1351.3264126182366,-1351.3264126182366,-1351.3264126182366,442.0044384057923,442.0044384057923,442.0044384057923,0.0,0.0,0.0,27966.900354467063
2011-05-19,28884.179238656965,22782.26393480984,49562.30112068604,28884.179238656965,28884.179238656965,7539.107856912315,7539.107856912315,7539.107856912315,7440.1108578608055,7440.1108578608055,7440.1108578608055,98.99699905150956,98.99699905150956,98.99699905150956,0.0,0.0,0.0,36423.28709556928
2011-05-20,28892.136148492034,12760.349397829836,39072.274958212234,28892.136148492034,28892.136148492034,-3336.675955417583,-3336.675955417583,-3336.675955417583,-3101.705648134511,-3101.705648134511,-3101.705648134511,-234.97030728307158,-234.97030728307158,-234.97030728307158,0.0,0.0,0.0,25555.46019307445
2011-05-22,28908.049968162173,163.79673178263573,26803.61481369105,28908.049968162173,28908.049968162173,-14748.328905663146,-14748.328905663146,-14748.328905663146,-13912.727509012784,-13912.727509012784,-13912.727509012784,-835.6013966503626,-835.6013966503626,-835.6013966503626,0.0,0.0,0.0,14159.721062499028
2011-05-23,28916.00687799724,12062.861098512738,38981.79822285941,28916.00687799724,28916.00687799724,-2751.3800743158804,-2751.3800743158804,-2751.3800743158804,-1666.2835832022438,-1666.2835832022438,-1666.2835832022438,-1085.0964911136368,-1085.0964911136368,-1085.0964911136368,0.0,0.0,0.0,26164.62680368136
2011-05-24,28923.96378783231,18117.179890079493,44090.734793097465,28923.96378783231,28923.96378783231,1983.381407912884,1983.381407912884,1983.381407912884,3275.056069712223,3275.056069712223,3275.056069712223,-1291.674661799338,-1291.674661799338,-1291.674661799338,0.0,0.0,0.0,30907.34519574519
2011-05-25,28931.920697667378,12837.986053294213,39691.37637369845,28931.920697667378,28931.920697667378,-2801.9569585313843,-2801.9569585313843,-2801.9569585313843,-1351.3264126331756,-1351.3264126331756,-1351.3264126331756,-1450.6305458982088,-1450.6305458982088,-1450.6305458982088,0.0,0.0,0.0,26129.963739135994
2011-05-26,28939.877607502447,21338.042417752986,48108.21454880907,28939.877607502447,28939.877607502447,5881.053510002762,5881.053510002762,5881.053510002762,7440.110857870882,7440.110857870882,7440.110857870882,-1559.0573478681192,-1559.0573478681192,-1559.0573478681192,0.0,0.0,0.0,34820.931117505206
2011-05-27,28947.834517337516,10704.583723650538,37695.456237011706,28947.834517337516,28947.834517337516,-4717.606819949877,-4717.606819949877,-4717.606819949877,-3101.7056481354966,-3101.7056481354966,-3101.7056481354966,-1615.9011718143804,-1615.9011718143804,-1615.9011718143804,0.0,0.0,0.0,24230.22769738764
2011-05-29,28963.748337007662,-793.5296061126232,26796.626953883257,28963.748337007662,28963.748337007662,-15492.557133440623,-15492.557133440623,-15492.557133440623,-13912.727509035785,-13912.727509035785,-13912.727509035785,-1579.8296244048356,-1579.8296244048356,-1579.8296244048356,0.0,0.0,0.0,13471.19120356704
2011-05-31,28979.662156677794,17329.36423664127,43285.11855511804,28979.662156677794,28979.662156677794,1905.3809182939174,1905.3809182939174,1905.3809182939174,3275.05606972903,3275.05606972903,3275.05606972903,-1369.6751514351122,-1369.6751514351122,-1369.6751514351122,0.0,0.0,0.0,30885.043074971712
2011-06-01,28987.61906744924,13425.492150437836,40436.36563531985,28987.61906744924,28987.61906744924,-2565.9549977041106,-2565.9549977041106,-2565.9549977041106,-1351.3264125949431,-1351.3264125949431,-1351.3264125949431,-1214.6285851091677,-1214.6285851091677,-1214.6285851091677,0.0,0.0,0.0,26421.66406974513
2011-06-02,28995.575978220684,23183.610878183306,49001.93977003825,28995.575978220684,28995.575978220684,6403.19599278161,6403.19599278161,6403.19599278161,7440.11085784474,7440.11085784474,7440.11085784474,-1036.9148650631296,-1036.9148650631296,-1036.9148650631296,0.0,0.0,0.0,35398.771971002294
2011-06-03,29003.532888992122,11726.929841931666,39013.843343136316,29003.532888992122,29003.532888992122,-3947.3389115622444,-3947.3389115622444,-3947.3389115622444,-3101.7056481413492,-3101.7056481413492,-3101.7056481413492,-845.6332634208951,-845.6332634208951,-845.6332634208951,0.0,0.0,0.0,25056.193977429877
2011-06-05,29019.44671053501,57.81765386429328,28374.828616250325,29019.44671053501,29019.44671053501,-14373.966968136667,-14373.966968136667,-14373.966968136667,-13912.72750898261,-13912.72750898261,-13912.72750898261,-461.23945915405443,-461.23945915405443,-461.23945915405443,0.0,0.0,0.0,14645.479742398342
2011-06-06,29027.40362130645,13342.687983863296,40630.7691266959,29027.40362130645,29027.40362130645,-1954.1897183698875,-1954.1897183698875,-1954.1897183698875,-1666.2835831599202,-1666.2835831599202,-1666.2835831599202,-287.906135209967,-287.906135209967,-287.906135209967,0.0,0.0,0.0,27073.213902936564
2011-06-07,29035.36053207789,18781.59601866687,46635.489748126354,29035.36053207789,29035.36053207789,3135.0907630780857,3135.0907630780857,3135.0907630780857,3275.0560697458363,3275.0560697458363,3275.0560697458363,-139.9653066677507,-139.9653066677507,-139.9653066677507,0.0,0.0,0.0,32170.451295155977
2011-06-08,29043.317442849337,14610.464668764333,41607.36228142807,29043.317442849337,29043.317442849337,-1377.6480104152363,-1377.6480104152363,-1377.6480104152363,-1351.326412663052,-1351.326412663052,-1351.326412663052,-26.321597752184278,-26.321597752184278,-26.321597752184278,0.0,0.0,0.0,27665.6694324341
2011-06-09,29051.27435362078,23285.099115714736,49831.78745124161,29051.27435362078,29051.27435362078,7485.115947742812,7485.115947742812,7485.115947742812,7440.110857885992,7440.110857885992,7440.110857885992,45.00508985682139,45.00508985682139,45.00508985682139,0.0,0.0,0.0,36536.39030136359
2011-06-10,29059.23126439222,11731.411740089628,39212.540880448294,29059.23126439222,29059.23126439222,-3034.592686993965,-3034.592686993965,-3034.592686993965,-3101.7056481302407,-3101.7056481302407,-3101.7056481302407,67.11296113627607,67.11296113627607,67.11296113627607,0.0,0.0,0.0,26024.638577398255
2011-06-12,29075.145086423017,1353.6192962530206,28116.963228292618,29075.145086423017,29075.145086423017,-13969.91896118058,-13969.91896118058,-13969.91896118058,-13912.727509015689,-13912.727509015689,-13912.727509015689,-57.19145216489255,-57.19145216489255,-57.19145216489255,0.0,0.0,0.0,15105.226125242438
2011-06-13,29083.101997438414,13498.856830705048,40409.84339440176,29083.101997438414,29083.101997438414,-1876.5138970961991,-1876.5138970961991,-1876.5138970961991,-1666.2835831116556,-1666.2835831116556,-1666.2835831116556,-210.23031398454333,-210.23031398454333,-210.23031398454333,0.0,0.0,0.0,27206.588100342215
2011-06-14,29091.058908453815,18364.46125094808,45706.82256558118,29091.058908453815,29091.058908453815,2849.4996335131686,2849.4996335131686,2849.4996335131686,3275.0560697537157,3275.0560697537157,3275.0560697537157,-425.5564362405469,-425.5564362405469,-425.5564362405469,0.0,0.0,0.0,31940.558541966984
2011-06-15,29099.015819469212,13038.788910285388,39646.43677961771,29099.015819469212,29099.015819469212,-2053.6706145803305,-2053.6706145803305,-2053.6706145803305,-1351.3264126623776,-1351.3264126623776,-1351.3264126623776,-702.3442019179529,-702.3442019179529,-702.3442019179529,0.0,0.0,0.0,27045.345204888883
2011-06-16,29106.972730484613,21172.403989057915,48817.11813787395,29106.972730484613,29106.972730484613,6402.000233597814,6402.000233597814,6402.000233597814,7440.110857859849,7440.110857859849,7440.110857859849,-1038.110624262034,-1038.110624262034,-1038.110624262034,0.0,0.0,0.0,35508.97296408243
2011-06-17,29114.92964150001,12051.712094224582,37538.32113015797,29114.92964150001,29114.92964150001,-4530.491763040268,-4530.491763040268,-4530.491763040268,-3101.705648131227,-3101.705648131227,-3101.705648131227,-1428.7861149090413,-1428.7861149090413,-1428.7861149090413,0.0,0.0,0.0,24584.437878459743
2011-06-19,29130.843463530808,-269.80131785865683,27194.95154842628,29130.843463530808,29130.843463530808,-16264.100027140725,-16264.100027140725,-16264.100027140725,-13912.727508962511,-13912.727508962511,-13912.727508962511,-2351.372518178214,-2351.372518178214,-2351.372518178214,0.0,0.0,0.0,12866.743436390083
2011-06-20,29138.80037454621,11985.26643277754,38549.591048318674,29138.80037454621,29138.80037454621,-4534.704548366042,-4534.704548366042,-4534.704548366042,-1666.2835831894217,-1666.2835831894217,-1666.2835831894217,-2868.42096517662,-2868.42096517662,-2868.42096517662,0.0,0.0,0.0,24604.095826180164
2011-06-21,29146.757285561613,15319.257058430443,42464.24255796841,29146.757285561613,29146.757285561613,-135.99679135343243,-135.99679135343243,-135.99679135343243,3275.0560697109336,3275.0560697109336,3275.0560697109336,-3411.0528610643664,-3411.0528610643664,-3411.0528610643664,0.0,0.0,0.0,29010.76049420818
2011-06-22,29154.714195144552,10797.703601402498,37972.93300610532,29154.714195144552,29154.714195144552,-5320.987167631257,-5320.987167631257,-5320.987167631257,-1351.3264126773158,-1351.3264126773158,-1351.3264126773158,-3969.660754953941,-3969.660754953941,-3969.660754953941,0.0,0.0,0.0,23833.727027513294
2011-06-23,29162.671104727495,17963.95461927428,45458.827345290614,29162.671104727495,29162.671104727495,2905.9119624302275,2905.9119624302275,2905.9119624302275,7440.110857833706,7440.110857833706,7440.110857833706,-4534.198895403479,-4534.198895403479,-4534.198895403479,0.0,0.0,0.0,32068.58306715772
2011-06-24,29170.628014310438,7392.443532997104,33472.28890080144,29170.628014310438,29170.628014310438,-8196.144364854454,-8196.144364854454,-8196.144364854454,-3101.7056481201203,-3101.7056481201203,-3101.7056481201203,-5094.438716734334,-5094.438716734334,-5094.438716734334,0.0,0.0,0.0,20974.483649455986
2011-06-26,29186.541833476316,-4300.167863299391,22523.364272063252,29186.541833476316,29186.541833476316,-20074.444686235365,-20074.444686235365,-20074.444686235365,-13912.72750899559,-13912.72750899559,-13912.72750899559,-6161.717177239777,-6161.717177239777,-6161.717177239777,0.0,0.0,0.0,9112.097147240951
2011-06-27,29194.498743059263,7198.528414673165,34564.545502110705,29194.498743059263,29194.498743059263,-8315.917918292702,-8315.917918292702,-8315.917918292702,-1666.2835831411562,-1666.2835831411562,-1666.2835831411562,-6649.634335151545,-6649.634335151545,-6649.634335151545,0.0,0.0,0.0,20878.580824766563
2011-06-28,29202.455652642206,11727.147482026745,38997.99639712302,29202.455652642206,29202.455652642206,-3820.399639495911,-3820.399639495911,-3820.399639495911,3275.0560697277406,3275.0560697277406,3275.0560697277406,-7095.455709223652,-7095.455709223652,-7095.455709223652,0.0,0.0,0.0,25382.056013146295
2011-06-29,29210.41256222515,7647.3239762000185,33783.391876405905,29210.41256222515,29210.41256222515,-8842.93984082775,-8842.93984082775,-8842.93984082775,-1351.3264126390843,-1351.3264126390843,-1351.3264126390843,-7491.613428188668,-7491.613428188668,-7491.613428188668,0.0,0.0,0.0,20367.472721397397
2011-06-30,29218.369471808084,15746.031174479578,42178.38756098906,29218.369471808084,29218.369471808084,-391.5369560641937,-391.5369560641937,-391.5369560641937,7440.110857874958,7440.110857874958,7440.110857874958,-7831.647813939152,-7831.647813939152,-7831.647813939152,0.0,0.0,0.0,28826.832515743892
2011-07-01,29226.326383882053,3134.55279338466,30596.1187283743,29226.326383882053,29226.326383882053,-11212.035889724448,-11212.035889724448,-11212.035889724448,-3101.705648138066,-3101.705648138066,-3101.705648138066,-8110.330241586382,-8110.330241586382,-8110.330241586382,0.0,0.0,0.0,18014.290494157605
2011-07-03,29242.24020802998,-5056.182325112681,20070.9408024352,29242.24020802998,29242.24020802998,-22382.091733846628,-22382.091733846628,-22382.091733846628,-13912.727508990576,-13912.727508990576,-13912.727508990576,-8469.364224856052,-8469.364224856052,-8469.364224856052,0.0,0.0,0.0,6860.148474183352
2011-07-04,29250.197120103945,5629.803195135812,32778.73354837539,29250.197120103945,29250.197120103945,-10212.29367895394,-10212.29367895394,-10212.29367895394,-1666.283583092891,-1666.283583092891,-1666.283583092891,-8546.01009586105,-8546.01009586105,-8546.01009586105,0.0,0.0,0.0,19037.903441150003
2011-07-05,29258.154032177907,9946.341838891227,37272.636560743165,29258.154032177907,29258.154032177907,-5278.825576077509,-5278.825576077509,-5278.825576077509,3275.056069684958,3275.056069684958,3275.056069684958,-8553.881645762467,-8553.881645762467,-8553.881645762467,0.0,0.0,0.0,23979.328456100397
2011-07-06,29266.110944251872,6124.378381241845,34002.491830463034,29266.110944251872,29266.110944251872,-9845.79843225657,-9845.79843225657,-9845.79843225657,-1351.3264126462166,-1351.3264126462166,-1351.3264126462166,-8494.472019610354,-8494.472019610354,-8494.472019610354,0.0,0.0,0.0,19420.312511995304
2011-07-07,29274.067856325833,14328.572502503426,40862.290136316646,29274.067856325833,29274.067856325833,-930.374159982725,-930.374159982725,-930.374159982725,7440.110857848816,7440.110857848816,7440.110857848816,-8370.485017831541,-8370.485017831541,-8370.485017831541,0.0,0.0,0.0,28343.693696343107
2011-07-08,29282.024768399802,4823.72440768354,31112.999442226435,29282.024768399802,29282.024768399802,-11287.425209007804,-11287.425209007804,-11287.425209007804,-3101.705648126958,-3101.705648126958,-3101.705648126958,-8185.719560880846,-8185.719560880846,-8185.719560880846,0.0,0.0,0.0,17994.599559391998
2011-07-10,29297.93859254773,-7327.53321008623,21420.875382422997,29297.93859254773,29297.93859254773,-21566.406658522705,-21566.406658522705,-21566.406658522705,-13912.727509023654,-13912.727509023654,-13912.727509023654,-7653.679149499051,-7653.679149499051,-7653.679149499051,0.0,0.0,0.0,7731.531934025024
2011-07-11,29305.895504621694,7076.269495857323,33883.01266779991,29305.895504621694,29305.895504621694,-8984.437675254934,-8984.437675254934,-8984.437675254934,-1666.2835831706584,-1666.2835831706584,-1666.2835831706584,-7318.154092084275,-7318.154092084275,-7318.154092084275,0.0,0.0,0.0,20321.45782936676
2011-07-12,29313.852416944843,12467.930255431653,38168.780161735776,29313.852416944843,29313.852416944843,-3669.9532064501022,-3669.9532064501022,-3669.9532064501022,3275.0560697524265,3275.0560697524265,3275.0560697524265,-6945.00927620253,-6945.00927620253,-6945.00927620253,0.0,0.0,0.0,25643.89921049474
2011-07-13,29321.80932926799,7509.12912118058,33164.56412352975,29321.80932926799,29321.80932926799,-7892.509904574944,-7892.509904574944,-7892.509904574944,-1351.3264126611557,-1351.3264126611557,-1351.3264126611557,-6541.183491913789,-6541.183491913789,-6541.183491913789,0.0,0.0,0.0,21429.299424693047
2011-07-14,29329.76624159114,17396.93193799994,44297.833888922774,29329.76624159114,29329.76624159114,1326.3794444974833,1326.3794444974833,1326.3794444974833,7440.110857858891,7440.110857858891,7440.110857858891,-6113.731413361407,-6113.731413361407,-6113.731413361407,0.0,0.0,0.0,30656.145686088625
2011-07-15,29337.72315391429,7571.135231307858,34911.40792900872,29337.72315391429,29337.72315391429,-8771.36850067566,-8771.36850067566,-8771.36850067566,-3101.705648115848,-3101.705648115848,-3101.705648115848,-5669.662852559813,-5669.662852559813,-5669.662852559813,0.0,0.0,0.0,20566.354653238628
2011-07-17,29353.636978560593,-1837.6071407767406,23290.261480425652,29353.636978560593,29353.636978560593,-18671.35453290033,-18671.35453290033,-18671.35453290033,-13912.727509008566,-13912.727509008566,-13912.727509008566,-4758.627023891762,-4758.627023891762,-4758.627023891762,0.0,0.0,0.0,10682.282445660265
2011-07-18,29361.59389088374,9891.06628825717,36227.27200459659,29361.59389088374,29361.59389088374,-5970.506639897426,-5970.506639897426,-5970.506639897426,-1666.283583122393,-1666.283583122393,-1666.283583122393,-4304.223056775033,-4304.223056775033,-4304.223056775033,0.0,0.0,0.0,23391.087250986315
2011-07-19,29369.55080320689,16440.01190235903,41677.04639678502,29369.55080320689,29369.55080320689,-583.077816838138,-583.077816838138,-583.077816838138,3275.056069760306,3275.056069760306,3275.056069760306,-3858.1338865984435,-3858.1338865984435,-3858.1338865984435,0.0,0.0,0.0,28786.472986368753
2011-07-20,29377.50771553004,12161.719611442768,38208.99433210086,29377.50771553004,29377.50771553004,-4776.656761139418,-4776.656761139418,-4776.656761139418,-1351.326412676094,-1351.326412676094,-1351.326412676094,-3425.3303484633243,-3425.3303484633243,-3425.3303484633243,0.0,0.0,0.0,24600.85095439062
2011-07-21,29385.464627853184,20560.398573652725,46858.208226200324,29385.464627853184,29385.464627853184,4429.945217471442,4429.945217471442,4429.945217471442,7440.110857832749,7440.110857832749,7440.110857832749,-3010.1656403613065,-3010.1656403613065,-3010.1656403613065,0.0,0.0,0.0,33815.409845324626
