CustomerID,TotalAmount,Quantity,NumPurchases,Churn,Prediction
13495,2044.8700000000001,829,5,0,0
13496,653.33,341,2,0,0
13497,348.05,163,2,1,1
13499,1159.1100000000001,1365,5,0,0
13500,1166.77,609,3,0,0
13501,1340.32,560,1,1,1
13502,292.0,264,3,0,0
13503,216.85,248,1,0,0
13504,295.93,178,1,0,0
13505,4393.63,2486,4,0,0
13506,458.52,324,2,1,1
13507,2479.16,1597,4,0,0
13508,110.97,24,1,1,1
13509,979.72,1106,7,0,0
13510,1791.56,1386,4,0,0
13512,251.21,143,1,1,1
13513,205.1,109,1,1,1
13514,152.20000000000002,40,1,0,0
13515,891.12,681,4,0,0
13516,1389.41,985,3,0,0
13517,2128.42,1369,3,0,0
13518,627.16,382,1,0,1
13519,122.75,23,1,0,0
13520,3624.35,1649,6,0,0
13521,1071.73,718,3,0,0
13522,125.80000000000001,44,1,0,0
13523,3964.88,1752,5,0,0
13524,680.1800000000001,324,5,0,0
13525,628.78,394,2,0,0
13527,2242.36,1683,7,0,0
13529,307.76,74,2,0,1
13531,483.8,174,2,1,1
13532,210.31,129,1,0,0
13533,269.09,202,3,1,1
13534,5870.08,2961,25,0,0
13536,3444.39,2126,7,0,0
13538,1280.85,175,7,0,0
13539,631.34,320,3,0,0
13544,276.06,112,2,0,0
13546,621.09,357,3,0,0
13548,678.16,436,2,1,1
13549,918.2,458,7,0,0
13551,91.80000000000001,12,1,1,1
13552,3740.07,1417,12,0,0
13555,4098.88,2636,4,0,0
13557,584.0600000000001,546,2,0,0
13558,594.52,338,4,0,0
13560,171.42000000000002,63,1,0,1
13561,141.85999999999999,83,1,1,1
13562,1799.3300000000002,757,3,0,0
13563,777.53,209,2,0,0
13564,1724.67,636,3,1,1
13565,240.22,172,2,0,0
13566,856.84,567,2,0,0
13568,187.05,66,1,1,1
13569,338.62,156,2,0,0
13570,239.49,161,1,1,1
13571,2088.94,1757,12,0,0
13572,1384.25,534,1,1,1
13573,290.25,302,2,0,0
13575,732.07,449,5,0,0
13576,6717.34,2646,18,0,0
13577,1687.6000000000001,791,4,0,0
13579,467.04,176,2,0,0
13581,118.0,30,1,1,1
13583,781.03,725,1,1,1
13584,142.4,37,1,1,1
13587,712.4,180,1,0,0
13588,2478.95,2606,9,0,0
13589,379.65,114,2,0,0
13590,1981.92,1848,6,0,0
13591,1117.13,485,3,0,0
13592,247.95999999999998,84,4,0,1
13593,2011.88,719,5,1,1
13594,396.97,359,1,0,0
13596,664.11,384,2,0,0
13598,160.04,52,1,0,0
13599,5149.92,3293,21,0,0
13600,219.52,324,1,1,1
13601,693.32,548,2,0,0
13602,428.89,267,1,0,0
13603,164.34,164,1,0,0
13606,276.75,276,3,0,0
13607,675.51,288,1,0,0
13610,1082.33,488,7,0,0
13611,1154.4,754,3,0,0
13614,1585.46,564,4,0,0
13615,417.69,189,1,1,1
13617,544.18,300,3,0,0
13618,177.34,246,1,1,1
13621,213.85,343,1,1,1
13623,727.74,286,5,0,0
13626,257.23,209,1,1,1
13627,1638.47,1269,5,0,0
13629,7792.36,4372,11,0,0
13630,2031.78,1391,7,0,0
13631,3070.42,467,11,1,1
13632,2118.93,1031,5,0,0
13634,1547.3600000000001,700,5,0,0
13635,1071.03,677,1,0,0
13636,949.12,592,5,0,0
13637,804.3,405,3,0,0
13638,122.64,93,1,0,0
13639,1033.34,800,1,0,0
13642,312.28,151,1,1,1
13643,519.44,273,3,0,0
13644,2624.26,2067,4,0,0
13645,252.1,158,1,1,1
13647,1648.1200000000001,887,4,0,0
13649,346.6,139,2,1,1
13650,1836.3400000000001,922,6,0,0
13651,94.2,33,2,0,0
13652,1095.08,578,3,0,0
13654,2707.33,2182,6,0,0
13655,932.97,605,2,1,1
13656,379.65,490,2,1,1
13657,382.14,209,2,0,0
13658,2639.17,1019,5,0,0
13659,1563.0,882,2,1,1
13662,881.26,533,3,0,0
13663,189.47,91,1,1,1
13666,84.65,41,3,0,0
13667,299.05,149,1,1,1
13668,6309.83,3722,21,0,0
13669,218.55,237,2,0,0
13670,349.7,282,1,0,0
13672,186.39000000000001,57,2,1,0
13673,387.44,114,2,0,0
13675,486.82000000000005,330,2,1,1
13678,232.6,924,1,1,1
13680,3719.12,1934,4,0,0
13681,827.83,360,4,0,0
13682,59.5,10,1,1,1
13684,65.13,38,1,1,1
13685,3119.44,5056,7,0,0
13686,72.0,70,1,1,1
13689,910.0,512,1,0,0
13690,172.25,67,1,0,0
13692,1488.32,1226,3,0,0
13694,65039.62,63312,50,0,0
13695,2504.13,1603,15,0,0
13697,151.3,177,1,0,0
13699,308.58000000000004,66,1,1,1
13700,2248.63,2281,10,0,0
13703,99.5,10,1,1,1
13704,2308.06,1531,9,0,0
13705,711.86,363,3,0,0
13706,330.79,189,1,1,1
13707,806.41,351,2,1,1
13708,285.33,301,1,1,1
13709,6307.650000000001,3508,13,0,0
13710,180.48,176,1,0,0
13711,252.06,140,2,1,1
13712,228.84,352,1,1,0
13715,1077.39,562,5,1,1
13716,138.28,138,1,1,1
13717,1445.01,1959,6,0,0
13718,306.55,173,2,1,1
13719,1041.68,609,5,0,0
13720,799.9,501,4,1,1
13721,524.14,316,1,0,0
13722,2375.41,1401,3,1,1
13723,199.85000000000002,43,1,1,0
13725,1980.56,806,8,0,0
13726,1079.66,1054,2,0,0
13727,333.48,162,2,0,0
13728,1016.14,458,6,0,0
13730,752.6,488,2,1,1
13731,610.59,278,2,1,1
13732,491.86,498,1,0,0
13735,2883.54,1128,4,0,0
13736,729.8,496,2,0,0
13737,339.6,125,1,1,1
13739,216.9,54,1,0,0
13740,350.75,425,1,1,1
13741,668.4300000000001,218,3,0,0
13742,3107.87,1115,12,0,0
13743,1341.6,1776,7,0,0
13744,1080.52,1153,2,1,0
13745,300.04,496,1,1,1
13747,79.6,8,1,1,1
13748,948.25,439,5,1,1
13750,1647.26,516,5,0,0
13751,296.25,152,1,1,1
13752,1175.38,874,6,1,0
13753,741.26,512,1,1,1
13754,282.6,214,2,1,1
13755,2108.06,1242,9,0,0
13756,5189.52,3188,14,0,0
13758,3190.55,1844,7,0,0
13759,659.4100000000001,287,2,0,0
13760,286.79,197,2,0,0
13761,1070.65,642,2,0,0
13762,306.72,272,1,1,1
13763,1714.96,728,1,0,0
13764,1519.42,926,3,0,0
13767,17220.36,7322,37,0,0
13769,2796.51,1163,10,0,0
13771,2634.45,1477,4,0,0
13772,1122.63,540,3,0,0
13774,345.0,192,1,0,0
13777,25977.16,12897,33,0,0
13778,178.7,70,1,1,1
13780,360.01,318,2,0,0
13781,127.84,30,1,1,1
13782,908.86,369,6,0,0
13784,2462.79,2493,11,0,0
13786,230.4,136,1,1,1
13787,309.04,337,2,0,0
13790,348.79999999999995,748,1,0,0
13791,1516.0,1200,2,1,1
13792,195.55,92,2,0,0
13798,37153.85,23948,57,0,0
13799,688.86,402,2,1,1
13800,558.32,331,1,1,1
13801,324.8,168,1,0,0
13802,4599.42,2572,3,1,1
13803,277.07,121,1,1,1
13804,2588.39,1462,7,0,0
13805,924.5999999999999,1900,2,0,0
13806,256.38,56,1,0,0
13807,112.6,36,1,1,1
13808,1747.66,782,5,0,0
13809,155.05,29,1,1,1
13810,1499.01,312,3,0,0
13811,814.5,68,3,1,1
13812,539.0,333,3,0,0
13813,1366.8600000000001,552,4,0,0
13814,1579.12,864,2,1,1
13815,4027.36,2560,4,0,0
13816,571.6700000000001,269,2,0,0
13817,382.98,211,2,0,0
13819,1140.35,1109,3,1,1
13821,385.64,153,2,1,1
13822,632.0,611,2,0,0
13823,957.66,439,2,0,0
13824,1698.94,768,5,0,0
13826,189.5,82,1,1,1
13827,409.8,138,3,0,0
13828,209.49,311,1,0,0
13831,2198.45,743,6,0,0
13832,52.2,28,1,0,1
13833,383.85,117,1,1,1
13835,834.57,442,4,0,0
13837,266.59000000000003,182,2,1,1
13838,674.82,254,4,0,0
13841,85.0,100,1,1,1
13842,3385.62,1768,9,0,0
13844,361.62,196,1,0,0
13845,312.98,182,1,0,0
13846,865.0600000000001,388,3,0,0
13848,1255.0,3700,3,1,1
13849,1537.95,1016,2,0,0
13850,1595.48,944,1,1,1
13851,2651.46,1705,3,1,1
13853,1090.1399999999999,312,1,0,1
13854,8109.5199999999995,2296,25,0,0
13856,388.5,494,3,1,1
13858,216.17000000000002,75,1,0,0
13859,201.16,129,1,1,1
13860,1245.9,591,5,0,0
13862,2209.36,1688,8,0,0
13863,305.78,224,1,1,1
13865,501.56,204,4,0,0
13866,145.67,57,1,0,0
13867,1005.09,501,3,0,0
13868,3192.54,1964,2,0,0
13869,3083.65,1709,4,1,1
13870,2770.94,1325,8,0,0
13871,6403.25,2806,13,0,0
13873,389.6,140,3,1,1
13874,540.45,180,1,1,1
13875,1786.79,1316,5,0,0
13876,122.7,36,1,0,0
13877,117.24,108,1,0,1
13878,1271.57,463,1,0,0
13880,3219.77,1842,13,0,0
13881,17159.52,10118,20,0,0
13882,1191.13,953,5,0,0
13883,2674.48,1436,5,0,0
13884,787.6,300,5,0,0
13885,506.8,182,2,1,1
13886,243.56,126,1,0,0
13887,349.55,147,1,1,1
13888,595.67,254,2,1,1
13889,416.90000000000003,146,1,1,1
13890,1883.81,831,10,0,0
13892,632.97,983,4,0,0
13893,821.1,190,1,1,1
13894,564.62,354,3,0,0
13895,2593.07,1365,4,0,0
13897,311.16,200,1,0,0
13898,155.93,133,1,1,1
13899,388.52,156,2,0,0
13900,740.95,430,3,1,1
13901,2867.2000000000003,1739,5,0,0
13904,332.64,332,2,0,0
13908,2369.55,1478,4,0,0
13911,2580.91,2731,9,0,0
13914,626.45,380,2,0,0
13917,272.04,228,2,0,0
13918,1212.8400000000001,1140,2,0,0
13919,384.81,474,2,0,0
13922,172.25,93,1,1,1
13923,351.13,185,1,0,0
13924,1838.8500000000001,1575,6,0,0
13925,678.25,331,4,1,1
13926,223.85000000000002,104,1,0,0
13927,348.99,214,1,0,0
13928,464.57,129,4,0,0
13929,842.65,143,2,1,1
13930,337.34,274,2,0,0
13931,1237.53,725,2,1,1
13932,307.4,72,1,1,1
13933,608.79,205,2,1,1
13934,922.1,390,1,1,1
13936,376.58,330,1,1,0
13937,158.85,123,1,1,1
13938,71.66,70,1,0,0
13939,568.55,847,3,0,0
13940,839.14,516,4,0,0
13941,5112.96,2364,5,0,0
13946,561.57,443,3,0,0
13947,90.60000000000001,44,1,0,0
13948,102.0,40,1,1,1
13949,2427.32,2474,6,0,0
13950,745.0600000000001,323,4,0,0
13951,674.45,459,3,1,1
13952,3251.071,1431,2,1,0
13953,3515.68,2724,7,0,0
13954,439.92,150,2,0,0
13955,322.96,154,2,1,1
13956,1019.27,486,5,0,0
13959,594.04,355,3,0,0
13960,230.22,142,2,0,0
13962,169.54999999999998,87,2,0,0
13963,664.54,460,4,1,1
13967,80.7,42,1,1,1
13969,9024.17,4528,18,0,0
13971,2758.26,1844,8,0,0
13972,190.25,187,2,0,1
13973,264.7,109,1,1,1
13974,413.59000000000003,249,1,0,0
13975,2461.2400000000002,1697,6,0,0
13976,357.98,154,1,1,1
13978,196.79,315,2,0,0
13979,869.87,639,1,0,0
13980,200.14,172,1,0,0
13982,1871.81,1136,4,0,0
13983,2603.43,1183,12,0,0
13984,920.51,679,5,0,0
13985,7060.13,3445,15,0,0
13986,320.46,430,1,0,0
13988,4147.96,3044,6,0,0
13989,1266.08,1313,2,0,0
13990,311.3,190,1,1,1
13991,852.88,995,6,0,0
13992,76.8,64,1,0,0
13993,3466.36,900,9,0,0
13994,2274.14,932,6,0,0
13995,1393.69,879,5,0,0
13999,3901.81,2243,12,0,0
14000,635.66,710,1,1,1
14001,2043.0800000000002,962,3,0,0
14002,529.73,877,2,1,1
14004,4582.64,2668,7,0,0
14005,2874.72,2478,5,0,0
14006,962.19,641,3,1,0
14009,695.61,365,2,1,1
14012,328.8,160,1,1,1
14013,473.02,462,3,1,1
14014,505.18,1076,1,0,0
14015,917.34,378,1,0,0
14016,4341.21,2125,4,1,1
14019,1421.6100000000001,1037,3,0,0
14020,642.8,441,2,0,0
14021,631.9,192,3,1,1
14022,440.0,487,1,1,0
14023,584.07,345,2,0,1
14024,327.7,150,2,1,1
14027,104.82,62,1,0,0
14029,467.66,198,2,0,0
14030,2358.84,1478,8,0,0
14031,17286.86,5788,19,0,0
14032,2975.59,2032,11,0,0
14034,648.89,420,3,0,0
14035,1428.02,739,5,0,0
14036,626.65,268,1,1,1
14037,147.20000000000002,46,2,1,1
14038,1560.38,965,3,0,0
14039,152.2,92,1,0,0
14040,3560.32,1544,12,0,0
14041,141.41,94,1,1,1
14044,646.42,304,4,0,0
14045,1659.75,535,4,1,1
14046,154.99,460,1,1,1
14047,1308.6100000000001,381,5,0,0
14048,409.93,288,1,1,1
14049,5578.72,3808,4,0,0
14050,746.36,689,2,0,0
14051,15610.390000000001,3756,23,0,0
14052,225.35999999999999,89,1,0,0
14053,260.25,215,2,1,0
14054,92.46000000000001,62,1,0,0
14055,725.6400000000001,216,1,1,1
14056,8152.71,4252,23,0,0
14057,6211.66,4873,17,0,0
14059,183.6,128,1,1,1
14060,6140.42,5386,19,0,0
14062,10464.85,5593,12,0,0
14064,1334.34,1772,5,0,0
14066,152.55,45,1,1,1
14067,374.7,361,2,0,0
14068,265.85,73,1,1,1
14071,1437.57,994,8,0,0
14073,151.04,130,1,0,0
14075,942.26,754,3,0,0
14076,118.67,79,1,1,1
14077,499.42,268,5,0,0
14078,1049.37,310,6,1,1
14079,375.1,301,1,1,1
14080,45.599999999999994,48,1,0,1
14081,921.62,592,2,1,1
14082,182.25,110,1,1,1
14083,1002.9,705,9,0,0
14085,4421.29,3177,18,0,0
14087,191.47,250,1,0,1
14088,50491.81,12665,13,0,0
14089,158.75,133,1,0,0
14090,76.32000000000001,72,1,1,1
14092,4076.9100000000003,2066,14,0,0
14093,433.86,391,1,0,0
14096,65164.79,16352,17,0,0
14098,147.35,104,1,0,1
14099,3104.17,2179,11,0,0
14100,191.95,63,1,1,1
14101,5976.79,6942,6,0,0
14102,1105.8799999999999,769,5,0,0
14104,216.21,72,2,1,1
14105,1266.23,800,1,1,1
14107,2703.23,1793,7,0,0
14108,597.91,381,2,0,0
14109,144.2,88,1,0,0
14110,5683.15,2445,12,0,0
14111,692.85,458,4,0,0
14112,2915.15,1651,7,0,0
14113,1840.42,745,4,0,0
14114,386.53,101,2,1,1
14116,1382.74,707,5,0,0
14117,90.0,72,1,1,1
14121,2780.15,2082,4,0,0
14124,419.58,1618,1,0,0
14125,2720.63,1628,3,0,0
14126,706.1300000000001,508,3,0,0
14127,709.71,321,3,1,1
14128,637.5,564,2,0,1
14129,1123.8600000000001,592,5,0,0
14130,480.91,257,1,1,1
14132,3586.03,3368,11,0,0
14133,605.64,348,3,1,0
14135,4690.31,3850,15,0,0
14138,965.88,600,2,0,1
14139,415.82,510,1,0,0
14140,935.05,811,2,0,0
14141,915.13,355,4,0,0
14142,311.81,313,1,1,1
14143,115.8,30,1,1,1
14145,3742.2,756,4,0,0
14146,4191.0,2437,5,0,0
14147,483.4,108,2,0,0
14148,157.2,16,1,1,1
14149,446.62,218,1,1,0
14150,658.64,496,2,0,0
14152,621.29,711,2,0,0
14154,1345.62,465,2,1,1
14155,118.75,25,1,1,1
14156,117210.08,57768,55,0,0
14157,424.89000000000004,271,2,0,0
14158,507.65999999999997,781,1,0,0
14159,4630.35,4348,11,0,0
14161,1097.6200000000001,450,3,1,0
14162,289.36,142,2,1,1
14163,2445.91,893,4,0,0
14164,1631.77,1033,2,0,0
14165,120.44,53,1,1,1
14167,562.59,147,4,0,0
14171,363.79,167,1,1,1
14173,450.84,150,4,0,0
14174,134.46,94,1,0,0
14175,3222.3,1515,3,0,0
14176,576.9000000000001,209,4,1,1
14177,549.46,204,4,0,0
14178,1600.26,1494,7,0,0
14179,701.57,319,2,0,0
14180,4748.52,719,25,0,0
14184,452.89,127,1,0,0
14185,197.65,6,1,1,1
14188,2054.36,1162,6,0,0
14189,4654.08,3937,15,0,0
14191,4684.76,3662,13,0,0
14193,853.39,445,2,0,0
14194,11349.52,5840,21,0,0
14195,1012.0,760,2,1,1
14196,335.52,142,1,1,1
14198,701.4,290,4,0,0
14199,185.39999999999998,28,1,1,1
14201,747.44,590,7,0,0
14204,150.61,72,1,0,0
14205,466.7,204,2,0,0
14206,328.15999999999997,276,1,1,1
14208,151.74,114,1,1,1
14209,2073.43,691,6,0,0
14210,1905.8400000000001,760,6,1,0
14211,2241.1,1242,9,0,0
14212,1070.48,1152,1,0,0
14214,1004.38,751,5,0,0
14215,1789.72,1358,6,0,0
14216,1839.3,594,4,0,0
14217,2004.98,689,17,0,0
14218,169.48000000000002,160,1,0,0
14219,89.94,78,1,0,0
14220,632.4000000000001,272,2,1,0
14221,3432.8,2191,9,0,0
14222,683.17,607,1,1,1
14223,991.13,585,3,1,1
14224,1009.73,483,4,1,0
14226,2214.79,1296,5,0,0
14227,3350.96,1820,10,0,0
14229,1547.2,610,3,0,0
14231,925.71,409,3,1,1
14232,2048.07,1941,5,0,0
14233,1462.72,680,4,0,0
14234,754.12,951,4,0,0
14235,3144.86,1959,5,0,0
14236,490.86,310,2,0,0
14237,161.0,38,1,1,1
14238,146.85,111,1,1,1
14239,2380.85,993,11,0,0
14240,890.34,418,2,0,0
14241,213.70000000000002,146,1,1,1
14242,280.55,123,2,1,1
14243,2588.77,1221,10,0,0
14245,1693.45,976,2,1,1
14246,1474.06,804,3,1,1
14247,136.77,47,1,1,1
14248,302.58,102,1,1,1
14250,1904.05,1200,3,0,0
14251,2879.7000000000003,1674,5,0,0
14256,969.0600000000001,414,2,1,1
14257,3099.7200000000003,1682,5,0,0
14258,12669.98,7100,9,0,0
14259,120.0,68,1,1,1
14261,1163.45,406,2,0,0
14262,2618.23,1645,8,0,0
14264,333.97,70,2,1,1
14265,530.18,330,2,1,1
14267,1516.24,530,3,1,1
14270,492.65000000000003,197,1,1,1
14271,112.32000000000001,88,1,1,1
14272,437.96,599,2,0,0
14273,559.97,264,4,0,0
14276,1119.74,744,3,1,0
14277,4188.0,1976,3,0,0
14280,134.04,52,1,1,1
14282,3701.44,2656,15,0,0
14284,595.25,161,2,0,0
14285,1910.01,541,4,0,0
14286,4628.75,4338,3,0,0
14287,176.63,261,3,0,0
14288,426.6,188,1,1,1
14289,911.26,292,6,0,0
14290,2314.65,915,5,0,0
14291,3883.25,2749,11,0,0
14292,4871.93,1663,9,0,0
14293,1046.56,709,4,0,0
14295,166.20000000000002,84,1,0,0
14297,1305.33,865,4,0,0
14298,51527.3,58343,44,0,0
14299,3965.62,2149,9,0,0
14300,43.2,32,1,0,1
14301,640.14,606,1,1,1
14304,383.45,139,1,1,1
14305,1858.96,1089,3,0,0
14306,2093.32,1075,2,0,0
14307,2995.7200000000003,2058,6,0,0
14309,2352.53,1633,9,0,0
14311,310.26,146,1,1,1
14312,1611.5900000000001,1012,6,0,0
14314,120.0,296,1,1,1
14315,2481.13,1021,6,0,0
14317,508.58,255,1,0,0
14320,477.79,325,2,1,1
14321,1530.75,2406,5,0,0
14323,605.0600000000001,350,2,1,0
14326,183.85,103,1,1,1
14327,311.65000000000003,139,1,1,1
14329,4975.24,3087,7,0,0
14331,462.66,252,2,1,1
14332,840.21,463,3,0,0
14333,415.2,58,1,0,0
14334,2552.21,1731,8,0,0
14335,454.86,375,2,0,0
14336,1614.91,1759,4,0,0
14338,588.22,335,2,1,1
14339,309.52000000000004,168,1,1,1
14340,134.7,58,1,1,1
14341,2166.98,1397,8,0,0
14342,668.5600000000001,347,4,0,0
14344,889.9300000000001,477,8,1,1
14345,108.98,50,1,0,0
14346,1021.58,605,2,1,1
14348,409.57,183,1,1,0
14349,133.5,86,1,0,1
14350,282.93,183,1,1,1
14351,51.0,12,1,1,1
14352,1078.96,538,4,1,1
14353,90.6,64,1,1,1
14354,163.62,210,2,0,0
14355,174.4,92,1,1,1
14356,701.23,277,2,0,0
14357,225.12,147,1,0,0
14359,912.1800000000001,371,3,0,0
14360,2118.03,1139,4,0,0
14362,151.5,96,1,0,0
14364,3717.35,1967,8,1,1
14367,9227.82,4426,16,0,0
14368,155.0,36,1,1,1
14371,100.5,34,1,1,1
14373,76.55,17,1,1,1
14375,235.56,184,1,1,1
14377,617.05,219,2,1,1
14379,348.1,292,2,0,0
14381,202.68,146,1,0,0
14382,615.49,1231,1,0,0
14383,1247.69,817,3,0,0
14385,202.10999999999999,159,3,0,0
14386,142.4,54,1,1,1
14387,1727.6,795,3,0,0
14388,3212.84,1941,8,0,0
14389,1043.46,729,2,0,0
14390,4642.57,2133,9,0,0
14393,67.95,13,1,1,1
14395,3479.91,1689,9,0,0
14396,487.99,225,2,0,0
14397,2612.96,1890,19,0,0
14400,574.7,454,1,1,1
14401,4051.48,4507,13,0,0
14403,1475.81,519,4,1,1
14404,1449.32,827,6,0,0
14406,156.75,77,1,1,1
14407,2157.73,1415,6,1,1
14408,2599.03,1610,7,0,0
14409,2059.4500000000003,1230,6,0,0
14410,1100.27,567,9,1,1
14411,1063.0,196,1,1,1
14412,770.03,786,2,0,0
14413,121.05,67,1,1,1
14414,1496.98,2512,7,1,1
14415,5855.57,2996,13,0,0
14416,490.22,326,2,0,0
14418,1937.25,1711,3,0,0
14419,1051.79,483,6,0,0
14420,387.52,334,1,1,0
14421,813.11,365,2,0,0
14422,4263.64,2906,6,0,0
14423,265.2,120,1,1,1
14424,322.08,48,1,0,0
14426,4481.67,2699,10,0,0
14427,363.34000000000003,228,2,0,0
14428,1224.06,428,5,0,0
14431,470.36,130,1,1,1
14432,2248.5,2013,6,0,0
14434,1372.8,368,6,0,0
14436,89.06,129,1,1,1
14437,63.0,60,1,1,0
14438,131.9,82,1,1,1
14439,2661.24,526,1,1,1
14440,2357.68,588,5,0,0
14441,1712.89,446,4,0,0
14442,1589.82,482,2,1,1
14443,1420.2,938,4,0,0
14446,1010.35,916,4,0,0
14447,1163.23,571,5,0,0
14448,375.35,104,2,0,0
14449,885.8,741,4,0,0
14450,483.25,241,3,1,1
14451,643.9,378,2,0,0
14452,259.05,116,2,0,1
14453,119.93,49,1,1,1
14456,3017.28,2885,9,0,0
14457,113.64,88,1,1,1
14459,1837.92,760,1,1,0
14460,434.34,881,3,1,1
14461,2103.06,766,3,1,1
14462,1980.57,956,11,0,0
14463,529.62,179,3,1,1
14465,1038.44,398,3,1,1
14466,2272.4,1006,7,0,0
14467,596.26,276,4,0,0
14470,461.19,193,2,0,0
14472,1852.67,1135,8,1,1
14473,234.34,88,2,0,0
14474,547.66,140,1,0,0
14475,925.85,447,3,0,1
14476,193.0,110,1,1,1
14477,1309.6,720,4,0,0
14479,316.25,117,2,1,1
14480,279.05,143,1,0,0
14481,636.51,489,2,1,1
14482,2022.81,1627,6,0,0
14483,137.1,97,1,1,1
14484,321.92,210,1,0,0
14485,162.8,70,1,0,0
14487,1165.48,712,6,0,0
14488,1064.28,799,1,0,0
14489,463.38,299,1,1,1
14491,340.93,139,2,1,1
14493,2383.2400000000002,1285,5,0,0
14494,139.56,92,1,0,0
14495,123.80000000000001,62,2,0,1
14496,538.8100000000001,159,2,1,1
14497,475.37,235,1,1,1
14498,1957.32,1098,5,0,0
14499,808.44,496,3,0,0
14500,356.85,117,3,0,0
14501,251.21,161,2,1,1
14502,2429.83,1480,11,0,0
14503,3543.26,2004,6,0,0
14504,673.26,308,4,0,0
14505,5859.43,2739,8,0,0
14506,1960.65,704,5,0,0
14507,1367.88,594,6,0,0
14508,268.05,129,2,0,0
14511,1314.81,784,5,0,0
14512,275.28,122,2,1,1
14513,455.59000000000003,361,3,1,1
14514,990.2,564,3,0,0
14515,2076.89,1110,6,0,0
14517,330.45,91,2,0,0
14518,174.37,278,1,0,0
14520,270.6,146,2,0,0
14522,974.54,525,4,0,0
14523,241.09,251,1,1,0
14524,1843.83,669,9,0,0
14525,4215.9,2637,9,0,0
14527,8507.13,2088,55,0,0
14528,364.21999999999997,278,1,0,0
14529,578.61,325,3,0,0
14530,2862.11,1395,6,0,0
14532,932.85,284,4,1,1
14533,1949.72,4019,7,0,0
14534,4397.3,2027,18,0,0
14535,2854.84,1824,3,0,0
14536,170.95,39,1,1,1
14537,355.56,120,1,0,1
14538,388.25,155,2,0,0
14539,537.48,428,2,0,0
14540,952.66,411,3,0,0
14541,1453.35,641,8,0,0
14542,103.25,19,1,1,1
14543,3599.73,675,16,0,0
14544,2004.3,1536,2,0,0
14546,2573.93,1313,5,0,0
14547,3974.75,2639,8,0,0
14548,652.8,256,2,1,1
14549,289.24,136,1,1,1
14550,757.37,389,2,0,0
14551,186.23,106,2,0,0
14552,164.22,90,1,1,1
14553,859.27,493,5,0,0
14554,2279.4900000000002,1443,4,0,0
14555,312.54,122,2,0,0
14557,788.38,510,1,0,0
14560,2237.77,1260,22,0,0
14561,1080.76,1014,3,0,0
14562,5006.77,1815,18,0,0
14565,3099.12,1540,4,1,0
14566,1432.0,800,1,1,1
14567,1530.3600000000001,412,2,0,0
14569,227.39,79,1,0,0
14570,218.06,95,2,1,0
14572,2804.54,1420,7,0,0
14573,1639.82,534,9,1,0
14576,35.400000000000006,12,1,1,0
14577,859.71,353,4,0,0
14578,168.63,240,1,0,0
14581,138.6,217,1,0,0
14582,114.11,73,1,0,0
14583,986.96,751,5,0,0
14584,1033.06,381,4,1,1
14585,157.05,91,1,0,0
14586,237.35999999999999,444,1,1,1
14587,1580.29,749,9,0,0
14589,39.75,5,1,1,1
14591,1320.21,1228,4,0,0
14592,557.94,407,3,0,0
14593,617.15,330,3,0,0
14594,363.33,183,2,0,0
14595,1740.6000000000001,978,6,0,0
14597,866.24,566,2,0,0
14598,221.97,189,1,0,0
14600,393.33000000000004,125,1,1,1
14601,213.96,168,1,0,0
14603,660.0,400,1,1,1
14606,12076.15,6187,93,0,0
14607,16209.5,11526,14,0,0
14608,1785.15,437,4,0,0
14609,601.56,7026,4,0,0
14616,406.08000000000004,104,3,1,1
14618,553.44,264,3,0,0
14619,394.44,152,1,1,1
14620,412.78000000000003,214,2,1,1
14621,1788.3600000000001,993,5,0,0
14622,320.58000000000004,146,1,1,1
14623,886.7,418,5,0,0
14624,225.85,162,2,0,0
14625,899.63,335,2,1,1
14626,2791.27,1403,4,0,0
14628,671.96,272,2,0,0
14629,955.26,378,2,0,0
14631,1006.98,622,3,0,0
14632,114.56,96,1,1,1
14633,344.90000000000003,96,1,1,0
14636,609.85,241,2,0,0
14638,443.6,166,1,0,0
14639,2984.4900000000002,1431,6,0,0
14640,2107.38,880,6,0,0
14641,110.46000000000001,90,1,0,0
14642,96.12,76,1,0,0
14643,693.8100000000001,815,2,1,1
14644,830.76,258,2,0,1
14645,597.09,381,2,1,1
14646,280206.02,196915,73,0,0
14647,236.04000000000002,91,1,1,1
14649,1402.59,1004,4,0,0
14651,653.75,343,2,0,0
14652,114.18,53,1,0,0
14653,1926.65,945,7,0,0
14655,1932.23,1089,4,0,0
14656,291.05,120,2,1,1
14657,848.22,466,4,0,0
14658,247.15,47,2,0,0
14659,2529.93,1195,9,0,0
14660,285.74,228,2,0,0
14661,107.95,35,1,0,1
14662,741.37,578,4,0,0
14664,636.24,465,2,0,0
14665,1835.7,740,5,0,0
14666,195.25,161,1,0,0
14667,9175.04,5319,25,0,0
14669,1259.24,770,3,1,1
14670,392.86,326,2,1,0
14672,765.5500000000001,454,2,1,1
14673,1736.4,1004,5,0,0
14675,596.36,336,1,0,0
14676,2548.2400000000002,2500,6,0,0
14680,28754.11,13476,16,0,0
14681,498.95,76,3,0,0
14682,52.0,80,2,1,0
14684,1201.51,821,5,0,0
14687,628.38,470,1,1,1
14688,5579.1,3584,21,0,0
14689,112.80000000000001,76,1,1,1
14690,355.05,167,2,0,0
14691,2114.33,707,5,0,0
